date,game_time,event_id,competition_id,provider_id,provider_name,home_team,away_team,home_abbr,away_abbr,home_moneyline,away_moneyline,home_price_basis,away_price_basis,home_run_line,away_run_line,total_line,over_odds,under_odds,odds_items_count
2025-05-18,20:10,401695607,401695607,58,ESPN BET,San Diego Padres,Seattle Mariners,SD,SEA,-150.0,125.0,close,close,0.0,1.5,7.5,-105.0,-125.0,2
2025-05-18,23:00,401695596,401695596,58,ESPN BET,New York Yankees,New York Mets,NYY,NYM,-175.0,145.0,close,close,0.0,1.5,9.5,-105.0,-125.0,2
2025-05-19,22:40,401695608,401695608,58,ESPN BET,Miami Marlins,Chicago Cubs,MIA,CHC,140.0,-165.0,close,close,0.0,-1.5,8.5,-120.0,100.0,2
2025-05-19,22:40,401695609,401695609,58,ESPN BET,Pittsburgh Pirates,Cincinnati Reds,PIT,CIN,100.0,-120.0,close,close,0.0,-1.5,8.5,-105.0,-115.0,2
2025-05-19,22:45,401695611,401695611,58,ESPN BET,Boston Red Sox,New York Mets,BOS,NYM,105.0,-125.0,close,close,0.0,-1.5,8.5,-125.0,105.0,2
2025-05-19,23:05,401695610,401695610,58,ESPN BET,Tampa Bay Rays,Houston Astros,TB,HOU,-145.0,120.0,close,close,0.0,1.5,8.5,-130.0,110.0,2
2025-05-19,23:40,401695612,401695612,58,ESPN BET,Milwaukee Brewers,Baltimore Orioles,MIL,BAL,-120.0,100.0,close,close,0.0,-1.5,8.5,-110.0,-110.0,2
2025-05-19,23:40,401695613,401695613,58,ESPN BET,Minnesota Twins,Cleveland Guardians,MIN,CLE,-150.0,125.0,close,close,0.0,1.5,7.5,-115.0,-105.0,1
2025-05-19,23:40,401695615,401695615,58,ESPN BET,Chicago White Sox,Seattle Mariners,CHW,SEA,165.0,-200.0,close,close,0.0,-1.5,8.5,110.0,-130.0,2
2025-05-19,23:45,401695614,401695614,58,ESPN BET,St. Louis Cardinals,Detroit Tigers,STL,DET,-165.0,140.0,close,close,0.0,1.5,7.5,-130.0,110.0,2
2025-05-19,00:40,401695616,401695616,58,ESPN BET,Colorado Rockies,Philadelphia Phillies,COL,PHI,200.0,-245.0,close,close,0.0,-2.5,10.5,-110.0,-110.0,2
2025-05-19,01:45,401695619,401695619,58,ESPN BET,San Francisco Giants,Kansas City Royals,SF,KC,-130.0,110.0,close,close,0.0,1.5,7.5,-105.0,-115.0,2
2025-05-19,02:05,401764540,401764540,58,ESPN BET,Athletics,Los Angeles Angels,ATH,LAA,-135.0,115.0,close,close,0.0,1.5,9.5,-120.0,100.0,2
2025-05-19,02:10,401695618,401695618,58,ESPN BET,Los Angeles Dodgers,Arizona Diamondbacks,LAD,ARI,-150.0,125.0,close,close,0.0,1.5,10.5,-105.0,-115.0,2
2025-05-20,22:40,401695621,401695621,58,ESPN BET,Miami Marlins,Chicago Cubs,MIA,CHC,130.0,-155.0,close,close,0.0,-1.5,8.5,-120.0,100.0,2
2025-05-20,22:40,401695622,401695622,58,ESPN BET,Pittsburgh Pirates,Cincinnati Reds,PIT,CIN,120.0,-145.0,close,close,0.0,-1.5,7.5,-120.0,100.0,2
2025-05-20,22:45,401695620,401695620,58,ESPN BET,Washington Nationals,Atlanta Braves,WSH,ATL,145.0,-175.0,close,close,0.0,-1.5,8.5,-120.0,100.0,2
2025-05-20,22:45,401695624,401695624,58,ESPN BET,Boston Red Sox,New York Mets,BOS,NYM,120.0,-145.0,close,close,0.0,-1.5,8.5,-110.0,-110.0,2
2025-05-20,23:05,401695623,401695623,58,ESPN BET,Tampa Bay Rays,Houston Astros,TB,HOU,-135.0,115.0,close,close,0.0,1.5,9.5,100.0,-120.0,2
2025-05-20,23:05,401695626,401695626,58,ESPN BET,New York Yankees,Texas Rangers,NYY,TEX,-215.0,180.0,close,close,0.0,1.5,8.5,-125.0,105.0,2
2025-05-20,23:07,401695625,401695625,58,ESPN BET,Toronto Blue Jays,San Diego Padres,TOR,SD,-110.0,-110.0,close,close,0.0,-1.5,7.5,-115.0,-105.0,2
2025-05-20,23:40,401695627,401695627,58,ESPN BET,Milwaukee Brewers,Baltimore Orioles,MIL,BAL,-125.0,105.0,close,close,0.0,-1.5,8.5,-115.0,-105.0,2
2025-05-20,23:40,401695630,401695630,58,ESPN BET,Chicago White Sox,Seattle Mariners,CHW,SEA,150.0,-180.0,close,close,0.0,-1.5,8.5,-105.0,-115.0,2
2025-05-20,23:45,401695629,401695629,58,ESPN BET,St. Louis Cardinals,Detroit Tigers,STL,DET,150.0,-180.0,close,close,0.0,-1.5,7.5,-110.0,-110.0,2
2025-05-20,00:10,401695628,401695628,,,Minnesota Twins,Cleveland Guardians,MIN,CLE,,,,,,,,,,1
2025-05-20,00:40,401695631,401695631,58,ESPN BET,Colorado Rockies,Philadelphia Phillies,COL,PHI,225.0,-275.0,close,close,0.0,-2.5,11.5,100.0,-120.0,2
2025-05-20,01:45,401695634,401695634,58,ESPN BET,San Francisco Giants,Kansas City Royals,SF,KC,-135.0,115.0,close,close,0.0,1.5,7.5,-120.0,100.0,2
2025-05-20,02:05,401764541,401764541,58,ESPN BET,Athletics,Los Angeles Angels,ATH,LAA,-175.0,145.0,close,close,0.0,1.5,10.5,-110.0,-110.0,2
2025-05-20,02:10,401695633,401695633,58,ESPN BET,Los Angeles Dodgers,Arizona Diamondbacks,LAD,ARI,-235.0,195.0,close,close,0.0,1.5,8.5,-130.0,110.0,2
2025-05-21,23:40,401695613,401695613,58,ESPN BET,Minnesota Twins,Cleveland Guardians,MIN,CLE,-150.0,125.0,close,close,0.0,1.5,7.5,-115.0,-105.0,1
2025-05-21,16:35,401695637,401695637,58,ESPN BET,Pittsburgh Pirates,Cincinnati Reds,PIT,CIN,105.0,-125.0,close,close,0.0,-1.5,7.5,-130.0,110.0,2
2025-05-21,17:10,401695636,401695636,58,ESPN BET,Miami Marlins,Chicago Cubs,MIA,CHC,120.0,-145.0,close,close,0.0,-1.5,9.5,105.0,-125.0,2
2025-05-21,17:10,401695638,401695638,58,ESPN BET,Tampa Bay Rays,Houston Astros,TB,HOU,140.0,-165.0,close,close,0.0,-1.5,8.5,-110.0,-110.0,2
2025-05-21,17:10,401695642,401695642,58,ESPN BET,Milwaukee Brewers,Baltimore Orioles,MIL,BAL,-115.0,-105.0,close,close,0.0,-1.5,8.5,-110.0,-110.0,2
2025-05-21,17:15,401695644,401695644,58,ESPN BET,St. Louis Cardinals,Detroit Tigers,STL,DET,-120.0,100.0,close,close,0.0,-1.5,8.5,-115.0,-105.0,2
2025-05-21,18:10,401695645,401695645,58,ESPN BET,Chicago White Sox,Seattle Mariners,CHW,SEA,130.0,-155.0,close,close,0.0,-1.5,8.5,-110.0,-110.0,2
2025-05-21,19:45,401695649,401695649,58,ESPN BET,San Francisco Giants,Kansas City Royals,SF,KC,-200.0,165.0,close,close,0.0,1.5,7.5,-105.0,-115.0,2
2025-05-21,19:55,401695643,401695643,58,ESPN BET,Minnesota Twins,Cleveland Guardians,MIN,CLE,-125.0,105.0,close,close,0.0,1.5,7.5,-105.0,-115.0,2
2025-05-21,22:45,401695635,401695635,,,Washington Nationals,Atlanta Braves,WSH,ATL,,,,,,,,,,1
2025-05-21,22:45,401695639,401695639,58,ESPN BET,Boston Red Sox,New York Mets,BOS,NYM,-155.0,130.0,close,close,0.0,1.5,7.5,105.0,-125.0,2
2025-05-21,23:05,401695641,401695641,58,ESPN BET,New York Yankees,Texas Rangers,NYY,TEX,-115.0,-105.0,close,close,0.0,-1.5,7.5,100.0,-120.0,2
2025-05-21,23:07,401695640,401695640,58,ESPN BET,Toronto Blue Jays,San Diego Padres,TOR,SD,-160.0,135.0,close,close,0.0,1.5,8.5,-125.0,105.0,2
2025-05-21,00:40,401695646,401695646,58,ESPN BET,Colorado Rockies,Philadelphia Phillies,COL,PHI,155.0,-185.0,close,close,0.0,-2.5,11.5,-105.0,-115.0,2
2025-05-21,02:05,401764542,401764542,58,ESPN BET,Athletics,Los Angeles Angels,ATH,LAA,-155.0,130.0,close,close,0.0,1.5,10.5,100.0,-120.0,2
2025-05-21,02:10,401695648,401695648,58,ESPN BET,Los Angeles Dodgers,Arizona Diamondbacks,LAD,ARI,-150.0,125.0,close,close,0.0,1.5,9.5,105.0,-125.0,2
2025-05-22,16:35,401695655,401695655,58,ESPN BET,New York Yankees,Texas Rangers,NYY,TEX,-160.0,135.0,close,close,0.0,1.5,6.5,-120.0,100.0,2
2025-05-22,17:07,401695654,401695654,58,ESPN BET,Toronto Blue Jays,San Diego Padres,TOR,SD,100.0,-120.0,close,close,0.0,-1.5,8.5,-125.0,105.0,2
2025-05-22,19:10,401695657,401695657,58,ESPN BET,Colorado Rockies,Philadelphia Phillies,COL,PHI,205.0,-250.0,close,close,0.0,-2.5,11.5,100.0,-120.0,2
2025-05-22,19:35,401764543,401764543,58,ESPN BET,Athletics,Los Angeles Angels,ATH,LAA,-130.0,110.0,close,close,0.0,1.5,10.5,100.0,-120.0,2
2025-05-22,22:40,401695652,401695652,58,ESPN BET,Detroit Tigers,Cleveland Guardians,DET,CLE,-120.0,100.0,close,close,0.0,-1.5,7.5,-120.0,100.0,2
2025-05-22,22:40,401695653,401695653,58,ESPN BET,Pittsburgh Pirates,Milwaukee Brewers,PIT,MIL,100.0,-120.0,close,close,0.0,-1.5,8.5,-120.0,100.0,2
2025-05-22,22:45,401695650,401695650,58,ESPN BET,Washington Nationals,Atlanta Braves,WSH,ATL,140.0,-165.0,close,close,0.0,-1.5,8.5,-115.0,-105.0,2
2025-05-22,22:45,401695651,401695651,,,Boston Red Sox,Baltimore Orioles,BOS,BAL,,,,,,,,,,1
2025-05-22,00:10,401695656,401695656,58,ESPN BET,Houston Astros,Seattle Mariners,HOU,SEA,110.0,-130.0,close,close,0.0,-1.5,8.5,105.0,-125.0,2
2025-05-23,17:35,401776556,401776556,58,ESPN BET,Boston Red Sox,Baltimore Orioles,BOS,BAL,-130.0,110.0,close,close,0.0,1.5,9.5,105.0,-125.0,2
2025-05-23,22:40,401695660,401695660,58,ESPN BET,Cincinnati Reds,Chicago Cubs,CIN,CHC,-110.0,-110.0,close,close,0.0,-1.5,8.5,-105.0,-115.0,2
2025-05-23,22:40,401695663,401695663,58,ESPN BET,Pittsburgh Pirates,Milwaukee Brewers,PIT,MIL,-120.0,100.0,close,close,0.0,-1.5,6.5,-130.0,110.0,2
2025-05-23,22:45,401695665,401695665,58,ESPN BET,Washington Nationals,San Francisco Giants,WSH,SF,-115.0,-105.0,close,close,0.0,-1.5,7.5,-115.0,-105.0,2
2025-05-23,23:05,401695666,401695666,58,ESPN BET,Tampa Bay Rays,Toronto Blue Jays,TB,TOR,-145.0,120.0,close,close,0.0,1.5,8.5,-120.0,100.0,2
2025-05-23,23:10,401695659,401695659,,,Boston Red Sox,Baltimore Orioles,BOS,BAL,,,,,,,,,,1
2025-05-23,23:10,401695661,401695661,58,ESPN BET,Detroit Tigers,Cleveland Guardians,DET,CLE,-120.0,100.0,close,close,0.0,-1.5,8.5,-105.0,-115.0,2
2025-05-23,23:10,401695662,401695662,58,ESPN BET,New York Mets,Los Angeles Dodgers,NYM,LAD,-120.0,100.0,close,close,0.0,-1.5,8.5,-125.0,105.0,2
2025-05-23,23:15,401695664,401695664,58,ESPN BET,Atlanta Braves,San Diego Padres,ATL,SD,-185.0,155.0,close,close,0.0,1.5,7.5,-125.0,105.0,2
2025-05-23,23:40,401695670,401695670,58,ESPN BET,Chicago White Sox,Texas Rangers,CHW,TEX,160.0,-190.0,close,close,0.0,-1.5,7.5,-110.0,-110.0,2
2025-05-23,00:10,401695668,401695668,58,ESPN BET,Minnesota Twins,Kansas City Royals,MIN,KC,-180.0,150.0,close,close,0.0,1.5,7.5,-115.0,-105.0,2
2025-05-23,00:10,401695669,401695669,58,ESPN BET,Houston Astros,Seattle Mariners,HOU,SEA,-115.0,-105.0,close,close,0.0,-1.5,8.5,-120.0,100.0,2
2025-05-23,00:15,401695667,401695667,58,ESPN BET,St. Louis Cardinals,Arizona Diamondbacks,STL,ARI,-105.0,-115.0,close,close,0.0,-1.5,8.5,105.0,-125.0,2
2025-05-23,00:40,401695671,401695671,58,ESPN BET,Colorado Rockies,New York Yankees,COL,NYY,215.0,-265.0,close,close,0.0,-2.5,11.5,-105.0,-115.0,2
2025-05-23,01:38,401695672,401695672,58,ESPN BET,Los Angeles Angels,Miami Marlins,LAA,MIA,-160.0,135.0,close,close,0.0,1.5,8.5,-105.0,-115.0,2
2025-05-23,02:05,401764544,401764544,58,ESPN BET,Athletics,Philadelphia Phillies,ATH,PHI,170.0,-205.0,close,close,0.0,-1.5,9.5,-105.0,-115.0,2
2025-05-24,17:05,401776520,401776520,58,ESPN BET,Boston Red Sox,Baltimore Orioles,BOS,BAL,-110.0,-110.0,close,close,0.0,-1.5,9.5,110.0,-130.0,2
2025-05-24,18:10,401695683,401695683,58,ESPN BET,Minnesota Twins,Kansas City Royals,MIN,KC,-125.0,105.0,close,close,0.0,1.5,7.5,-110.0,-110.0,2
2025-05-24,18:15,401695682,401695682,58,ESPN BET,St. Louis Cardinals,Arizona Diamondbacks,STL,ARI,-115.0,-105.0,close,close,0.0,-1.5,7.5,-105.0,-115.0,2
2025-05-24,20:05,401695678,401695678,58,ESPN BET,Pittsburgh Pirates,Milwaukee Brewers,PIT,MIL,-110.0,-110.0,close,close,0.0,-1.5,8.5,-120.0,100.0,2
2025-05-24,20:05,401695680,401695680,58,ESPN BET,Washington Nationals,San Francisco Giants,WSH,SF,130.0,-155.0,close,close,0.0,-1.5,8.5,-105.0,-115.0,2
2025-05-24,20:10,401695675,401695675,58,ESPN BET,Cincinnati Reds,Chicago Cubs,CIN,CHC,-105.0,-115.0,close,close,0.0,-1.5,9.5,105.0,-125.0,2
2025-05-24,20:10,401695679,401695679,58,ESPN BET,Atlanta Braves,San Diego Padres,ATL,SD,-155.0,130.0,close,close,0.0,1.5,9.5,110.0,-130.0,2
2025-05-24,20:10,401695684,401695684,58,ESPN BET,Houston Astros,Seattle Mariners,HOU,SEA,-105.0,-115.0,close,close,0.0,-1.5,7.5,110.0,-130.0,2
2025-05-24,20:10,401695685,401695685,58,ESPN BET,Chicago White Sox,Texas Rangers,CHW,TEX,140.0,-165.0,close,close,0.0,-1.5,8.5,-105.0,-115.0,2
2025-05-24,20:10,401695686,401695686,58,ESPN BET,Colorado Rockies,New York Yankees,COL,NYY,265.0,-335.0,close,close,0.0,-3.5,10.5,-105.0,-115.0,2
2025-05-24,22:35,401695674,401695674,58,ESPN BET,Boston Red Sox,Baltimore Orioles,BOS,BAL,-130.0,110.0,close,close,0.0,1.5,8.5,-130.0,110.0,2
2025-05-24,23:05,401695681,401695681,58,ESPN BET,Tampa Bay Rays,Toronto Blue Jays,TB,TOR,-115.0,-105.0,close,close,0.0,-1.5,8.5,100.0,-120.0,2
2025-05-24,23:15,401695676,401695676,58,ESPN BET,Detroit Tigers,Cleveland Guardians,DET,CLE,-150.0,125.0,close,close,0.0,1.5,8.5,105.0,-125.0,2
2025-05-24,23:15,401695677,401695677,58,ESPN BET,New York Mets,Los Angeles Dodgers,NYM,LAD,-120.0,100.0,close,close,0.0,-1.5,8.5,-110.0,-110.0,2
2025-05-24,02:05,401764545,401764545,58,ESPN BET,Athletics,Philadelphia Phillies,ATH,PHI,140.0,-165.0,close,close,0.0,-1.5,10.5,105.0,-125.0,2
2025-05-24,02:07,401695687,401695687,58,ESPN BET,Los Angeles Angels,Miami Marlins,LAA,MIA,-215.0,180.0,close,close,0.0,1.5,8.5,-120.0,100.0,2
2025-05-25,15:35,401695691,401695691,58,ESPN BET,Detroit Tigers,Cleveland Guardians,DET,CLE,-310.0,250.0,close,close,0.0,1.5,6.5,-125.0,105.0,2
2025-05-25,17:35,401695689,401695689,58,ESPN BET,Boston Red Sox,Baltimore Orioles,BOS,BAL,-135.0,115.0,close,close,0.0,1.5,8.5,-130.0,110.0,2
2025-05-25,17:35,401695693,401695693,58,ESPN BET,Pittsburgh Pirates,Milwaukee Brewers,PIT,MIL,130.0,-155.0,close,close,0.0,-1.5,8.5,105.0,-125.0,2
2025-05-25,17:35,401695695,401695695,58,ESPN BET,Washington Nationals,San Francisco Giants,WSH,SF,125.0,-150.0,close,close,0.0,-1.5,7.5,-115.0,-105.0,2
2025-05-25,17:40,401695690,401695690,58,ESPN BET,Cincinnati Reds,Chicago Cubs,CIN,CHC,115.0,-135.0,close,close,0.0,-1.5,8.5,-115.0,-105.0,2
2025-05-25,17:40,401695696,401695696,58,ESPN BET,Tampa Bay Rays,Toronto Blue Jays,TB,TOR,-110.0,-110.0,close,close,0.0,-1.5,8.5,-125.0,105.0,2
2025-05-25,18:10,401695698,401695698,58,ESPN BET,Minnesota Twins,Kansas City Royals,MIN,KC,-115.0,-105.0,close,close,0.0,-1.5,7.5,-120.0,100.0,2
2025-05-25,18:10,401695699,401695699,58,ESPN BET,Houston Astros,Seattle Mariners,HOU,SEA,125.0,-150.0,close,close,0.0,-1.5,8.5,-105.0,-115.0,2
2025-05-25,18:10,401695700,401695700,58,ESPN BET,Chicago White Sox,Texas Rangers,CHW,TEX,100.0,-120.0,close,close,0.0,-1.5,8.5,105.0,-125.0,2
2025-05-25,18:15,401695697,401695697,58,ESPN BET,St. Louis Cardinals,Arizona Diamondbacks,STL,ARI,-125.0,105.0,close,close,0.0,1.5,7.5,105.0,-125.0,2
2025-05-25,19:10,401695701,401695701,58,ESPN BET,Colorado Rockies,New York Yankees,COL,NYY,230.0,-285.0,close,close,0.0,-2.5,10.5,-115.0,-105.0,2
2025-05-25,20:05,401764546,401764546,58,ESPN BET,Athletics,Philadelphia Phillies,ATH,PHI,165.0,-200.0,close,close,0.0,-1.5,9.5,-125.0,105.0,2
2025-05-25,20:07,401695702,401695702,58,ESPN BET,Los Angeles Angels,Miami Marlins,LAA,MIA,-115.0,-105.0,close,close,0.0,-1.5,8.5,-135.0,115.0,2
2025-05-25,20:10,401695694,401695694,58,ESPN BET,Atlanta Braves,San Diego Padres,ATL,SD,-150.0,125.0,close,close,0.0,1.5,7.5,-125.0,105.0,2
2025-05-25,23:00,401695692,401695692,58,ESPN BET,New York Mets,Los Angeles Dodgers,NYM,LAD,-115.0,-105.0,close,close,0.0,-1.5,8.5,-115.0,-105.0,2
2025-05-26,17:10,401695706,401695706,58,ESPN BET,Detroit Tigers,San Francisco Giants,DET,SF,-115.0,-105.0,close,close,0.0,-1.5,8.5,-110.0,-110.0,2
2025-05-26,18:10,401695708,401695708,58,ESPN BET,Milwaukee Brewers,Boston Red Sox,MIL,BOS,140.0,-165.0,close,close,0.0,-1.5,7.5,110.0,-130.0,2
2025-05-26,18:20,401695710,401695710,58,ESPN BET,Chicago Cubs,Colorado Rockies,CHC,COL,-350.0,270.0,close,close,0.0,1.5,7.5,110.0,-130.0,2
2025-05-26,19:05,401695707,401695707,58,ESPN BET,Baltimore Orioles,St. Louis Cardinals,BAL,STL,-105.0,-115.0,close,close,0.0,-1.5,8.5,-120.0,100.0,2
2025-05-26,20:05,401695712,401695712,58,ESPN BET,Texas Rangers,Toronto Blue Jays,TEX,TOR,-145.0,120.0,close,close,0.0,1.5,6.5,-130.0,110.0,2
2025-05-26,20:10,401695704,401695704,58,ESPN BET,New York Mets,Chicago White Sox,NYM,CHW,-285.0,230.0,close,close,0.0,1.5,8.5,105.0,-125.0,2
2025-05-26,20:10,401695709,401695709,58,ESPN BET,Kansas City Royals,Cincinnati Reds,KC,CIN,-120.0,100.0,close,close,0.0,-1.5,7.5,-115.0,-105.0,2
2025-05-26,22:10,401695705,401695705,58,ESPN BET,Cleveland Guardians,Los Angeles Dodgers,CLE,LAD,150.0,-180.0,close,close,0.0,-1.5,7.5,100.0,-120.0,2
2025-05-26,23:05,401695711,401695711,58,ESPN BET,Tampa Bay Rays,Minnesota Twins,TB,MIN,-120.0,100.0,close,close,0.0,1.5,8.5,-145.0,115.0,2
2025-05-26,00:10,401695715,401695715,58,ESPN BET,Arizona Diamondbacks,Pittsburgh Pirates,ARI,PIT,-190.0,160.0,close,close,0.0,1.5,9.5,105.0,-125.0,2
2025-05-26,00:40,401695713,401695713,58,ESPN BET,San Diego Padres,Miami Marlins,SD,MIA,-160.0,135.0,close,close,0.0,1.5,7.5,-120.0,100.0,2
2025-05-26,01:38,401695714,401695714,58,ESPN BET,Los Angeles Angels,New York Yankees,LAA,NYY,150.0,-180.0,close,close,0.0,-1.5,9.5,-125.0,105.0,2
2025-05-27,22:10,401695718,401695718,58,ESPN BET,Cleveland Guardians,Los Angeles Dodgers,CLE,LAD,115.0,-135.0,close,close,0.0,-1.5,8.5,-130.0,110.0,2
2025-05-27,22:35,401695720,401695720,58,ESPN BET,Baltimore Orioles,St. Louis Cardinals,BAL,STL,100.0,-120.0,close,close,0.0,-1.5,8.5,-110.0,-110.0,2
2025-05-27,22:40,401695719,401695719,58,ESPN BET,Detroit Tigers,San Francisco Giants,DET,SF,-105.0,-115.0,close,close,0.0,-1.5,7.5,105.0,-125.0,2
2025-05-27,22:45,401695716,401695716,58,ESPN BET,Philadelphia Phillies,Atlanta Braves,PHI,ATL,-115.0,-105.0,close,close,0.0,-1.5,8.5,-130.0,110.0,2
2025-05-27,23:05,401695725,401695725,58,ESPN BET,Tampa Bay Rays,Minnesota Twins,TB,MIN,100.0,-120.0,close,close,0.0,-1.5,8.5,-105.0,-115.0,2
2025-05-27,23:10,401695717,401695717,58,ESPN BET,New York Mets,Chicago White Sox,NYM,CHW,-290.0,235.0,close,close,0.0,1.5,8.5,105.0,-125.0,2
2025-05-27,23:40,401695721,401695721,58,ESPN BET,Milwaukee Brewers,Boston Red Sox,MIL,BOS,-115.0,-105.0,close,close,0.0,-1.5,8.5,-105.0,-115.0,2
2025-05-27,23:40,401695722,401695722,58,ESPN BET,Kansas City Royals,Cincinnati Reds,KC,CIN,-125.0,105.0,close,close,0.0,1.5,7.5,-125.0,105.0,2
2025-05-27,00:05,401695723,401695723,58,ESPN BET,Chicago Cubs,Colorado Rockies,CHC,COL,-335.0,265.0,close,close,0.0,1.5,7.5,110.0,-130.0,2
2025-05-27,00:05,401695726,401695726,58,ESPN BET,Texas Rangers,Toronto Blue Jays,TEX,TOR,-150.0,125.0,close,close,0.0,1.5,7.5,-115.0,-105.0,2
2025-05-27,00:10,401695724,401695724,58,ESPN BET,Houston Astros,Athletics,HOU,ATH,-205.0,170.0,close,close,0.0,1.5,8.5,105.0,-125.0,2
2025-05-27,01:38,401695728,401695728,58,ESPN BET,Los Angeles Angels,New York Yankees,LAA,NYY,180.0,-215.0,close,close,0.0,-1.5,8.5,-105.0,-115.0,2
2025-05-27,01:40,401695727,401695727,58,ESPN BET,San Diego Padres,Miami Marlins,SD,MIA,-160.0,135.0,close,close,0.0,1.5,7.5,-115.0,-105.0,2
2025-05-27,01:40,401695729,401695729,58,ESPN BET,Arizona Diamondbacks,Pittsburgh Pirates,ARI,PIT,-275.0,225.0,close,close,0.0,1.5,8.5,-120.0,100.0,2
2025-05-27,01:40,401695730,401695730,58,ESPN BET,Seattle Mariners,Washington Nationals,SEA,WSH,-160.0,135.0,close,close,0.0,1.5,8.5,-105.0,-115.0,2
2025-05-28,17:10,401695732,401695732,58,ESPN BET,New York Mets,Chicago White Sox,NYM,CHW,-215.0,180.0,close,close,0.0,1.5,7.5,-110.0,-110.0,2
2025-05-28,17:10,401695733,401695733,58,ESPN BET,Cleveland Guardians,Los Angeles Dodgers,CLE,LAD,145.0,-175.0,close,close,0.0,-1.5,8.5,-115.0,-105.0,2
2025-05-28,17:10,401695734,401695734,58,ESPN BET,Detroit Tigers,San Francisco Giants,DET,SF,-110.0,-110.0,close,close,0.0,-1.5,7.5,-120.0,100.0,2
2025-05-28,17:10,401695736,401695736,58,ESPN BET,Milwaukee Brewers,Boston Red Sox,MIL,BOS,-155.0,130.0,close,close,0.0,1.5,7.5,-115.0,-105.0,2
2025-05-28,17:10,401695740,401695740,58,ESPN BET,Tampa Bay Rays,Minnesota Twins,TB,MIN,-120.0,100.0,close,close,0.0,-1.5,7.5,-115.0,-105.0,2
2025-05-28,18:10,401695739,401695739,58,ESPN BET,Houston Astros,Athletics,HOU,ATH,-135.0,115.0,close,close,0.0,1.5,8.5,100.0,-120.0,2
2025-05-28,19:40,401695744,401695744,58,ESPN BET,Arizona Diamondbacks,Pittsburgh Pirates,ARI,PIT,-145.0,120.0,close,close,0.0,1.5,7.5,-110.0,-110.0,2
2025-05-28,20:10,401695742,401695742,58,ESPN BET,San Diego Padres,Miami Marlins,SD,MIA,-160.0,135.0,close,close,0.0,1.5,8.5,-125.0,105.0,2
2025-05-28,22:45,401695731,401695731,,,Philadelphia Phillies,Atlanta Braves,PHI,ATL,,,,,,,,,,1
2025-05-28,23:05,401695735,401695735,58,ESPN BET,Baltimore Orioles,St. Louis Cardinals,BAL,STL,-105.0,-115.0,close,close,0.0,-1.5,7.5,-110.0,-110.0,2
2025-05-28,23:40,401695737,401695737,58,ESPN BET,Kansas City Royals,Cincinnati Reds,KC,CIN,-105.0,-115.0,close,close,0.0,-1.5,7.5,-120.0,100.0,2
2025-05-28,00:05,401695738,401695738,58,ESPN BET,Chicago Cubs,Colorado Rockies,CHC,COL,-360.0,285.0,close,close,0.0,2.5,7.5,-110.0,-110.0,2
2025-05-28,00:05,401695741,401695741,58,ESPN BET,Texas Rangers,Toronto Blue Jays,TEX,TOR,-145.0,120.0,close,close,0.0,1.5,8.5,-110.0,-110.0,2
2025-05-28,01:38,401695743,401695743,58,ESPN BET,Los Angeles Angels,New York Yankees,LAA,NYY,145.0,-175.0,close,close,0.0,-1.5,8.5,-110.0,-110.0,2
2025-05-28,01:40,401695745,401695745,58,ESPN BET,Seattle Mariners,Washington Nationals,SEA,WSH,-225.0,185.0,close,close,0.0,1.5,7.5,-130.0,110.0,2
2025-05-29,17:05,401777355,401777355,58,ESPN BET,Philadelphia Phillies,Atlanta Braves,PHI,ATL,-165.0,140.0,close,close,0.0,1.5,7.5,-125.0,105.0,2
2025-05-29,22:45,401695746,401695746,58,ESPN BET,Philadelphia Phillies,Atlanta Braves,PHI,ATL,105.0,-125.0,close,close,0.0,-1.5,7.5,-105.0,-115.0,2
2025-05-29,23:07,401695747,401695747,58,ESPN BET,Toronto Blue Jays,Athletics,TOR,ATH,-160.0,135.0,close,close,0.0,1.5,8.5,-120.0,100.0,2
2025-05-29,00:10,401695748,401695748,58,ESPN BET,Houston Astros,Tampa Bay Rays,HOU,TB,-120.0,100.0,close,close,0.0,-1.5,8.5,100.0,-120.0,2
2025-05-29,01:40,401695749,401695749,58,ESPN BET,Seattle Mariners,Washington Nationals,SEA,WSH,-115.0,-105.0,close,close,0.0,-1.5,7.5,-125.0,105.0,2
2025-05-30,18:20,401695757,401695757,58,ESPN BET,Chicago Cubs,Cincinnati Reds,CHC,CIN,-160.0,135.0,close,close,0.0,1.5,9.5,110.0,-130.0,2
2025-05-30,20:30,401695752,401695752,58,ESPN BET,Baltimore Orioles,Chicago White Sox,BAL,CHW,-225.0,185.0,close,close,0.0,1.5,9.5,105.0,-125.0,2
2025-05-30,22:45,401695754,401695754,58,ESPN BET,Philadelphia Phillies,Milwaukee Brewers,PHI,MIL,-120.0,100.0,close,close,0.0,-1.5,9.5,-115.0,-105.0,2
2025-05-30,23:07,401695755,401695755,58,ESPN BET,Toronto Blue Jays,Athletics,TOR,ATH,-180.0,150.0,close,close,0.0,1.5,8.5,-105.0,-115.0,2
2025-05-30,23:10,401695750,401695750,58,ESPN BET,Cleveland Guardians,Los Angeles Angels,CLE,LAA,-145.0,120.0,close,close,0.0,1.5,8.5,-105.0,-115.0,2
2025-05-30,23:10,401695753,401695753,58,ESPN BET,New York Mets,Colorado Rockies,NYM,COL,-310.0,250.0,close,close,0.0,2.5,8.5,105.0,-125.0,2
