date,season,possessions,total_line,team,opponent,is_home,team_score,opp_score,spread,team_eFG,team_TO,team_ORB,team_FTR,team_3PR,opp_eFG,opp_TO,opp_ORB,opp_FTR,opp_3PR
2023-11-06,2024,71.8125,95.0,Toledo,Detroit Mercy,1,94,60,-21.5,60.65573770491803,12.532637075718014,30.303030303030305,40.98360655737705,32.78688524590164,59.57446808510638,32.02785030461271,12.0,21.27659574468085,42.5531914893617
2023-11-06,2024,72.775,,Denver,UC San Diego,0,87,95,14.4,43.66197183098591,15.115080728272071,51.06382978723404,46.478873239436616,25.352112676056336,59.23076923076923,10.99278598419787,35.13513513513514,38.46153846153847,26.153846153846157
2023-11-06,2024,72.775,,UC San Diego,Denver,1,95,87,-14.4,59.23076923076923,10.99278598419787,35.13513513513514,38.46153846153847,26.153846153846157,43.66197183098591,15.115080728272071,51.06382978723404,46.478873239436616,25.352112676056336
2023-11-06,2024,78.8125,,Cal St. Northridge,Stanford,0,79,88,15.2,51.40845070422535,16.49484536082474,23.684210526315788,14.084507042253522,21.12676056338028,50.0,12.688342585249801,30.23255813953488,36.231884057971016,42.028985507246375
2023-11-06,2024,78.8125,,Stanford,Cal St. Northridge,1,88,79,-15.2,50.0,12.688342585249801,30.23255813953488,36.231884057971016,42.028985507246375,51.40845070422535,16.49484536082474,23.684210526315788,14.084507042253522,21.12676056338028
2023-11-06,2024,69.3625,,Abilene Christian,Oklahoma St.,0,64,59,11.1,50.0,21.62551811137142,23.52941176470588,19.298245614035086,31.57894736842105,45.535714285714285,18.742115696521896,25.0,35.714285714285715,41.07142857142857
2023-11-06,2024,69.3625,,Oklahoma St.,Abilene Christian,1,59,64,-11.1,45.535714285714285,18.742115696521896,25.0,35.714285714285715,41.07142857142857,50.0,21.62551811137142,23.52941176470588,19.298245614035086,31.57894736842105
2023-11-06,2024,75.15,,Fairfield,Boston College,0,70,89,14.5,45.588235294117645,18.629407850964736,28.26086956521739,19.11764705882353,39.705882352941174,57.46268656716418,19.96007984031936,38.88888888888889,22.388059701492537,40.298507462686565
2023-11-06,2024,75.15,,Boston College,Fairfield,1,89,70,-14.5,57.46268656716418,19.96007984031936,38.88888888888889,22.388059701492537,40.298507462686565,45.588235294117645,18.629407850964736,28.26086956521739,19.11764705882353,39.705882352941174
2023-11-06,2024,77.6625,103.0,Morgan St.,Arizona,0,59,122,42.8,45.535714285714285,32.19056816352809,25.0,26.785714285714285,39.285714285714285,63.1578947368421,9.013359085787865,55.00000000000001,42.10526315789473,35.526315789473685
2023-11-06,2024,77.6625,103.0,Arizona,Morgan St.,1,122,59,-42.8,63.1578947368421,9.013359085787865,55.00000000000001,42.10526315789473,35.526315789473685,45.535714285714285,32.19056816352809,25.0,26.785714285714285,39.285714285714285
2023-11-06,2024,75.65,95.0,Delaware St.,Penn St.,0,45,79,21.0,29.545454545454547,30.403172504957038,35.41666666666667,10.606060606060606,24.242424242424242,60.0,27.759418374091204,31.25,38.18181818181819,58.18181818181818
2023-11-06,2024,75.65,95.0,Penn St.,Delaware St.,1,79,45,-21.0,60.0,27.759418374091204,31.25,38.18181818181819,58.18181818181818,29.545454545454547,30.403172504957038,35.41666666666667,10.606060606060606,24.242424242424242
2023-11-06,2024,74.5375,99.0,Mississippi Valley St.,LSU,0,60,106,33.7,43.63636363636363,29.515344625188668,35.0,41.81818181818181,27.27272727272727,69.49152542372882,16.099278886466546,40.0,57.6271186440678,44.06779661016949
2023-11-06,2024,74.5375,99.0,LSU,Mississippi Valley St.,1,106,60,-33.7,69.49152542372882,16.099278886466546,40.0,57.6271186440678,44.06779661016949,43.63636363636363,29.515344625188668,35.0,41.81818181818181,27.27272727272727
2023-11-06,2024,70.1625,90.0,Oral Roberts,UT Arlington,0,71,75,16.6,48.333333333333336,8.551576696953502,17.5,36.666666666666664,51.66666666666667,41.30434782608695,17.103153393907004,44.89795918367347,36.231884057971016,37.68115942028986
