date,game_time,season,team,team_abbr,opponent,opp_abbr,location,is_home,team_score,opp_score,moneyline,run_line,total_line,venue_name,venue_city,venue_state,venue_indoor,starting_pitcher,sp_espn_id,sp_era,opp_starting_pitcher,opp_sp_espn_id,opp_sp_era,team_hits,team_errors,team_runs,opp_hits,opp_errors,opp_runs,sp_ip,sp_er,sp_h,sp_bb,sp_k,sp_throws_left,bullpen_era,temperature,wind_speed,rest_days,margin,runs_per_game,runs_allowed,hits_per_game,season_runs_per_game,roll5_runs_per_game,roll10_runs_per_game,season_runs_allowed,roll5_runs_allowed,roll10_runs_allowed,season_margin,roll5_margin,roll10_margin,season_hits_per_game,roll5_hits_per_game,roll10_hits_per_game,season_pyth_wpct,roll10_pyth_wpct,prev_season_runs_per_game,prev_roll5_runs_per_game,prev_roll10_runs_per_game,prev_season_runs_allowed,prev_roll5_runs_allowed,prev_roll10_runs_allowed,prev_season_margin,prev_roll5_margin,prev_roll10_margin,prev_season_hits_per_game,prev_roll5_hits_per_game,prev_roll10_hits_per_game,prev_season_pyth_wpct,prev_roll10_pyth_wpct,games_played,prev_games_played,game_win,season_wins,win_pct,prev_win_pct,roll10_win_pct,prev_roll10_win_pct,roll10_score_std,prev_volatility,sp_roll_era,sp_roll_whip,sp_roll_k9,sp_roll_ip,park_factor,opp_win_pct,opp_prev_roll10_rpg,opp_prev_roll10_ra,opp_prev_season_rpg,opp_prev_season_ra,opp_prev_roll10_win_pct,opp_prev_roll5_rpg,opp_prev_roll5_ra,opp_prev_season_pyth_wpct,opp_bullpen_era,opp_sp_roll_era,opp_sp_roll_whip,opp_sp_roll_k9,opp_sp_roll_ip,opp_sp_throws_left,roll10_rpg_diff,roll10_ra_diff,sp_era_diff,sp_roll_era_diff,pyth_wpct_diff,roll5_rpg_diff,roll5_ra_diff,bullpen_era_diff,home_win
2025-07-15,00:00,2025,American All-Stars,AL,National All-Stars,NL,Away,0,6,6,,,,Truist Park,Atlanta,Georgia,0,Tarik Skubal,42409.0,2.21,Paul Skenes,4719507.0,1.97,10.0,0.0,7.0,8.0,2.0,6.0,,,,,,1,,83.8,4.9,3.0,0,6,6,10.0,6.0,6.0,,6.0,6.0,,0.0,0.0,,10.0,10.0,,0.5,0.5,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0.5,,0.5,,2.0,2.9801324503311255,0.8940397350993377,12.516556291390728,6.040000000000001,1.0,0.5,,,,,0.5,,,,,2.88,1.2,12.24,5.0,0,0.0,0.0,-0.24,-0.10013245033112561,0.0,0.0,0.0,0.0,0
2025-03-27,02:10,2025,Arizona Diamondbacks,ARI,Chicago Cubs,CHC,Home,1,6,10,,,,Chase Field,Phoenix,Arizona,1,Zac Gallen,39910.0,4.83,Justin Steele,41022.0,4.76,9.0,1.0,6.0,12.0,0.0,10.0,4.0,4.0,4.0,4.0,4.0,0,4.49,72.0,0.0,3.0,-4,6,10,9.0,6.0,6.0,,10.0,10.0,,-4.0,-4.0,,9.0,9.0,,0.2819497090251592,0.5,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0.5,,0.5,,2.0,,,,,1.06,0.5,,,,,0.5,,,,3.79,,,,,0,0.0,0.0,-0.07000000000000028,0.0,0.0,0.0,0.0,-0.7000000000000002,0
2025-03-28,01:40,2025,Arizona Diamondbacks,ARI,Chicago Cubs,CHC,Home,1,8,1,,,,Chase Field,Phoenix,Arizona,1,Merrill Kelly,32968.0,3.52,Jameson Taillon,31258.0,3.68,14.0,3.0,8.0,3.0,0.0,1.0,5.1,1.0,3.0,4.0,1.0,0,4.49,72.0,0.0,1.0,7,8,1,14.0,7.0,7.0,,5.5,5.5,,1.5,1.5,,11.5,11.5,,0.6085750789520938,0.5,6.0,6.0,,10.0,10.0,,-4.0,-4.0,,9.0,9.0,,0.2819497090251592,0.5,1,0.0,1,1,0.5,0.0,,0.5,,2.0,,,,,1.06,1.0,,,10.0,6.0,0.5,10.0,6.0,0.7180502909748407,3.79,,,,,0,0.0,0.0,0.16000000000000014,0.0,-0.43610058194968154,-4.0,-4.0,-0.7000000000000002,1
2025-03-29,00:10,2025,Arizona Diamondbacks,ARI,Chicago Cubs,CHC,Home,1,3,4,,,,Chase Field,Phoenix,Arizona,1,Brandon Pfaadt,4721302.0,5.25,Shota Imanaga,5134630.0,3.73,9.0,2.0,3.0,8.0,1.0,4.0,6.0,3.0,6.0,1.0,5.0,0,4.49,72.0,0.0,1.0,-1,3,4,9.0,5.666666666666667,5.666666666666667,5.666666666666667,5.0,5.0,5.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,10.666666666666666,10.666666666666666,10.666666666666666,0.5570130979287675,0.5570130979287675,7.0,7.0,,5.5,5.5,,1.5,1.5,,11.5,11.5,,0.6085750789520938,0.5,2,1.0,0,1,0.3333333333333333,0.5,0.3333333333333333,0.5,2.5166114784235836,2.0,,,,,1.06,0.5,,,5.5,7.0,0.5,5.5,7.0,0.3914249210479062,3.79,,,,,1,0.0,0.0,-1.52,0.0,0.21715015790418762,1.5,1.5,-0.7000000000000002,0
2025-03-30,20:10,2025,Arizona Diamondbacks,ARI,Chicago Cubs,CHC,Home,1,10,6,,,,Chase Field,Phoenix,Arizona,1,Eduardo Rodriguez,32675.0,5.02,Matthew Boyd,34401.0,3.21,14.0,0.0,10.0,9.0,0.0,6.0,,,,,,0,4.49,72.0,0.0,1.0,4,10,6,14.0,6.75,6.75,6.75,5.25,5.25,5.25,1.5,1.5,1.5,11.5,11.5,11.5,0.612991735040507,0.612991735040507,5.666666666666667,5.666666666666667,5.666666666666667,5.0,5.0,5.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,10.666666666666666,10.666666666666666,10.666666666666666,0.5570130979287675,0.5570130979287675,3,2.0,1,2,0.5,0.3333333333333333,0.5,0.3333333333333333,2.9860788111948193,2.5166114784235836,,,,,1.06,0.6666666666666666,5.0,5.666666666666667,5.0,5.666666666666667,0.6666666666666666,5.0,5.666666666666667,0.4429869020712325,3.79,,,,,1,0.666666666666667,0.666666666666667,-1.8099999999999996,0.0,0.11402619585753504,0.666666666666667,0.666666666666667,-0.7000000000000002,1
2025-04-01,23:05,2025,Arizona Diamondbacks,ARI,New York Yankees,NYY,Away,0,7,5,,,,Yankee Stadium,Bronx,New York,0,Corbin Burnes,39878.0,2.66,Will Warren,5132011.0,4.44,5.0,1.0,7.0,5.0,0.0,5.0,4.1,2.0,4.0,3.0,8.0,0,4.49,48.1,5.8,2.0,2,7,5,5.0,6.8,6.8,6.8,5.2,5.2,5.2,1.6,1.6,1.6,10.2,10.2,10.2,0.6203238659233887,0.6203238659233887,6.75,6.75,6.75,5.25,5.25,5.25,1.5,1.5,1.5,11.5,11.5,11.5,0.612991735040507,0.612991735040507,4,3.0,1,3,0.6,0.5,0.6,0.5,2.588435821108957,2.9860788111948193,,,,,1.07,1.0,12.0,4.666666666666667,12.0,4.666666666666667,1.0,12.0,4.666666666666667,0.849203133575968,3.91,,,,,0,-5.25,-0.583333333333333,1.7800000000000002,0.0,-0.23621139853546103,-5.25,-0.583333333333333,-0.5800000000000001,1
2025-04-02,23:05,2025,Arizona Diamondbacks,ARI,New York Yankees,NYY,Away,0,4,3,,,,Yankee Stadium,Bronx,New York,0,Zac Gallen,39910.0,4.83,Carlos Rodon,33696.0,3.09,3.0,0.0,4.0,6.0,0.0,3.0,6.2,0.0,3.0,0.0,13.0,0,4.49,42.0,8.6,1.0,1,4,3,3.0,6.333333333333333,6.4,6.333333333333333,4.833333333333333,3.8,4.833333333333333,1.5,2.6,1.5,9.0,9.0,9.0,0.621196840588549,0.621196840588549,6.8,6.8,6.8,5.2,5.2,5.2,1.6,1.6,1.6,10.2,10.2,10.2,0.6203238659233887,0.6203238659233887,5,4.0,1,4,0.6666666666666666,0.6,0.6666666666666666,0.6,2.581988897471611,2.588435821108957,9.0,2.0,9.0,4.0,1.07,0.75,10.25,5.25,10.25,5.25,0.75,10.25,5.25,0.7728300623057464,3.91,1.7647058823529413,1.1764705882352942,12.352941176470589,5.1,0,-3.45,0.04999999999999982,-1.7400000000000002,-7.235294117647059,-0.15250619638235763,-3.45,0.04999999999999982,-0.5800000000000001,1
2025-04-03,23:05,2025,Arizona Diamondbacks,ARI,New York Yankees,NYY,Away,0,7,9,,,,Yankee Stadium,Bronx,New York,0,Merrill Kelly,32968.0,3.52,Carlos Carrasco,28968.0,7.09,8.0,0.0,7.0,12.0,0.0,9.0,3.2,9.0,9.0,3.0,2.0,0,4.49,71.1,11.5,1.0,-2,7,9,8.0,6.428571428571429,6.2,6.428571428571429,5.428571428571429,5.4,5.428571428571429,1.0,0.8,1.0,8.857142857142858,7.8,8.857142857142858,0.576741165151998,0.576741165151998,6.333333333333333,6.4,6.333333333333333,4.833333333333333,3.8,4.833333333333333,1.5,2.6,1.5,9.0,9.0,9.0,0.621196840588549,0.621196840588549,6,5.0,0,4,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.6666666666666666,2.370453040886408,2.581988897471611,1.7647058823529413,1.3725490196078431,1.7647058823529413,5.1,1.07,0.6,8.8,5.0,8.8,5.0,0.6,8.8,5.0,0.7377920793995438,3.91,,,,,0,-2.4666666666666677,0.16666666666666696,3.57,2.735294117647059,-0.11659523881099487,-2.4000000000000004,1.2000000000000002,-0.5800000000000001,0
2025-04-04,22:45,2025,Arizona Diamondbacks,ARI,Washington Nationals,WSH,Away,0,6,4,,,,Nationals Park,Washington,District of Columbia,0,Brandon Pfaadt,4721302.0,5.25,Jake Irvin,41290.0,5.7,11.0,0.0,6.0,8.0,1.0,4.0,6.0,4.0,6.0,0.0,4.0,0,4.49,69.0,4.9,1.0,2,6,4,11.0,6.375,6.8,6.375,5.25,5.4,5.25,1.125,1.4,1.125,9.125,8.2,9.125,0.5879035564175087,0.5879035564175087,6.428571428571429,6.2,6.428571428571429,5.428571428571429,5.4,5.428571428571429,1.0,0.8,1.0,8.857142857142858,7.8,8.857142857142858,0.576741165151998,0.576741165151998,7,6.0,1,5,0.625,0.5714285714285714,0.625,0.5714285714285714,2.1998376563477846,2.370453040886408,4.5,1.1666666666666667,7.5,6.0,1.01,0.16666666666666666,3.5,5.5,3.5,5.5,0.16666666666666666,3.6,5.2,0.30425167061518005,5.35,3.6,1.8,3.6,5.0,0,2.928571428571429,0.07142857142857117,0.4500000000000002,-0.8999999999999999,0.272489494536818,2.6,-0.20000000000000018,0.8599999999999994,1
2025-04-05,20:05,2025,Arizona Diamondbacks,ARI,Washington Nationals,WSH,Away,0,3,4,,,,Nationals Park,Washington,District of Columbia,0,Eduardo Rodriguez,32675.0,5.02,Mitchell Parker,4683356.0,5.68,5.0,0.0,3.0,6.0,1.0,4.0,,,,,,0,4.49,78.1,7.5,1.0,-1,3,4,5.0,6.0,5.4,6.0,5.111111111111111,5.0,5.111111111111111,0.8888888888888888,0.4,0.8888888888888888,8.666666666666666,6.4,8.666666666666666,0.5728349236445199,0.5728349236445199,6.375,6.8,6.375,5.25,5.4,5.25,1.125,1.4,1.125,9.125,8.2,9.125,0.5879035564175087,0.5879035564175087,8,7.0,0,5,0.5555555555555556,0.625,0.5555555555555556,0.625,2.3452078799117144,2.1998376563477846,,,,,1.01,0.14285714285714285,3.5714285714285716,5.571428571428571,3.5714285714285716,5.571428571428571,0.14285714285714285,3.2,4.2,0.30708663873708736,5.35,0.0,1.4754098360655739,7.3770491803278695,6.1,0,2.8035714285714284,0.3214285714285712,0.6600000000000001,-4.5,0.28081691768042133,3.5999999999999996,-1.2000000000000002,0.8599999999999994,0
2025-04-06,17:35,2025,Arizona Diamondbacks,ARI,Washington Nationals,WSH,Away,0,4,5,,,,Nationals Park,Washington,District of Columbia,0,Corbin Burnes,39878.0,2.66,Trevor Williams,33305.0,6.21,9.0,0.0,4.0,9.0,0.0,5.0,5.0,4.0,7.0,4.0,3.0,0,4.49,61.2,9.8,1.0,-1,4,5,9.0,5.8,4.8,5.8,5.1,5.0,5.1,0.7,-0.2,0.7,8.7,7.2,8.7,0.5585722960829376,0.5585722960829376,6.0,5.4,6.0,5.111111111111111,5.0,5.111111111111111,0.8888888888888888,0.4,0.8888888888888888,8.666666666666666,6.4,8.666666666666666,0.5728349236445199,0.5728349236445199,9,8.0,0,5,0.5,0.5555555555555556,0.5,0.5555555555555556,2.2997584414213783,2.3452078799117144,4.390243902439025,1.707317073170732,17.5609756097561,4.1,1.01,0.25,3.625,5.25,3.625,5.25,0.25,3.0,4.6,0.3367560628795234,5.35,5.4,2.0,5.4,5.0,0,2.375,0.13888888888888928,3.55,1.0097560975609756,0.2360788607649965,2.4000000000000004,-0.40000000000000036,0.8599999999999994,0
2025-04-07,01:40,2025,Arizona Diamondbacks,ARI,Baltimore Orioles,BAL,Home,1,1,5,,,,Chase Field,Phoenix,Arizona,1,Zac Gallen,39910.0,4.83,Zach Eflin,32804.0,5.93,5.0,0.0,1.0,7.0,1.0,5.0,4.2,5.0,7.0,4.0,2.0,0,4.49,72.0,0.0,1.0,-4,1,5,5.0,5.363636363636363,4.2,5.3,5.090909090909091,5.4,4.6,0.2727272727272727,-1.2,0.7,8.363636363636363,7.6,8.3,0.5238568531528353,0.5644446505716606,5.8,4.8,5.8,5.1,5.0,5.1,0.7,-0.2,0.7,8.7,7.2,8.7,0.5585722960829376,0.5585722960829376,10,9.0,0,5,0.45454545454545453,0.5,0.5,0.5,2.750757471437034,2.2997584414213783,3.5294117647058827,1.0784313725490198,15.000000000000002,5.1,1.06,0.4,4.7,4.7,4.7,4.7,0.4,3.0,4.8,0.5,4.6,3.75,0.9166666666666666,5.25,6.0,0,1.0999999999999996,-0.39999999999999947,1.0999999999999996,0.2205882352941173,0.05857229608293757,1.7999999999999998,-0.20000000000000018,0.10999999999999943,0
2025-04-08,01:40,2025,Arizona Diamondbacks,ARI,Baltimore Orioles,BAL,Home,1,4,3,,,,Chase Field,Phoenix,Arizona,1,Merrill Kelly,32968.0,3.52,Charlie Morton,29155.0,5.83,5.0,2.0,4.0,4.0,1.0,3.0,6.0,2.0,3.0,2.0,4.0,0,4.49,72.0,0.0,1.0,1,4,3,5.0,5.25,3.6,4.9,4.916666666666667,4.2,4.8,0.3333333333333333,-0.6,0.1,8.083333333333334,7.0,7.4,0.529974769856506,0.5094322047894555,5.363636363636363,4.2,5.3,5.090909090909091,5.4,4.6,0.2727272727272727,-1.2,0.7,8.363636363636363,7.6,8.3,0.5238568531528353,0.5644446505716606,11,10.0,1,6,0.5,0.45454545454545453,0.5,0.5,2.6012817353502222,2.750757471437034,10.843373493975903,2.2891566265060237,3.2530120481927707,4.15,1.06,0.45454545454545453,4.0,4.6,4.7272727272727275,4.363636363636363,0.4,4.0,4.4,0.5365542036618017,4.6,10.0,1.9753086419753088,14.444444444444445,4.05,0,1.2999999999999998,0.0,2.31,-0.8433734939759034,-0.012697350508966476,0.20000000000000018,-1.0,0.10999999999999943,1
2025-04-09,19:40,2025,Arizona Diamondbacks,ARI,Baltimore Orioles,BAL,Home,1,9,0,,,,Chase Field,Phoenix,Arizona,1,Brandon Pfaadt,4721302.0,5.25,Dean Kremer,38295.0,4.19,14.0,0.0,9.0,4.0,0.0,0.0,6.0,0.0,4.0,2.0,3.0,0,4.49,72.0,0.0,1.0,9,9,0,14.0,5.538461538461538,4.2,5.5,4.538461538461538,3.4,4.4,1.0,0.8,1.1,8.538461538461538,7.6,7.9,0.5901064555484973,0.6006928212514088,5.25,3.6,4.9,4.916666666666667,4.2,4.8,0.3333333333333333,-0.6,0.1,8.083333333333334,7.0,7.4,0.529974769856506,0.5094322047894555,12,11.0,1,7,0.5384615384615384,0.5,0.6,0.5,2.7988092706244436,2.6012817353502222,5.25,1.0833333333333333,6.75,6.0,1.06,0.4166666666666667,4.1,4.2,4.583333333333333,4.333333333333333,0.4,3.8,3.6,0.5256384249755507,4.6,6.847826086956522,1.6304347826086958,6.847826086956522,4.6,0,0.8000000000000007,-0.5999999999999996,-1.0599999999999996,1.5978260869565224,0.004336344880955356,-0.19999999999999973,-0.6000000000000001,0.10999999999999943,1
2025-04-11,01:40,2025,Arizona Diamondbacks,ARI,Milwaukee Brewers,MIL,Home,1,0,7,,,,Chase Field,Phoenix,Arizona,1,Eduardo Rodriguez,32675.0,5.02,Jose Quintana,32106.0,3.96,4.0,0.0,0.0,10.0,1.0,7.0,,,,,,0,4.49,72.0,0.0,2.0,-7,0,7,4.0,5.142857142857143,3.6,4.5,4.714285714285714,4.0,4.5,0.42857142857142855,-0.4,0.0,8.214285714285714,7.4,6.9,0.539723809127613,0.5,5.538461538461538,4.2,5.5,4.538461538461538,3.4,4.4,1.0,0.8,1.1,8.538461538461538,7.6,7.9,0.5901064555484973,0.6006928212514088,13,12.0,0,7,0.5,0.5384615384615384,0.5,0.6,2.7988092706244436,2.7988092706244436,,,,,1.06,0.5384615384615384,5.4,3.8,5.230769230769231,5.6923076923076925,0.7,8.2,4.6,0.4613920016015983,3.58,,,,,1,0.09999999999999964,-0.6000000000000005,-1.0599999999999996,0.0,0.12871445394689895,-3.999999999999999,1.1999999999999997,-0.9100000000000001,0
2025-04-12,00:10,2025,Arizona Diamondbacks,ARI,Milwaukee Brewers,MIL,Home,1,5,4,,,,Chase Field,Phoenix,Arizona,1,Corbin Burnes,39878.0,2.66,Chad Patrick,5131708.0,3.53,10.0,0.0,5.0,6.0,0.0,4.0,6.0,3.0,4.0,2.0,3.0,0,4.49,72.0,0.0,1.0,1,5,4,10.0,5.133333333333334,3.8,4.3,4.666666666666667,3.8,4.4,0.4666666666666667,0.0,-0.1,8.333333333333334,7.6,7.4,0.543494199859065,0.48948384645856846,5.142857142857143,3.6,4.5,4.714285714285714,4.0,4.5,0.42857142857142855,-0.4,0.0,8.214285714285714,7.4,6.9,0.539723809127613,0.5,14,13.0,1,8,0.5333333333333333,0.5,0.5,0.5,2.668749186833079,2.7988092706244436,5.934065934065934,1.978021978021978,10.87912087912088,4.55,1.06,0.5714285714285714,6.0,2.7,5.357142857142857,5.285714285714286,0.8,8.2,2.4,0.5061407230309065,3.58,0.9677419354838709,1.182795698924731,8.709677419354838,4.65,0,-1.5,-1.7999999999999998,0.8699999999999997,-4.966323998582063,0.03358308609670646,-4.6,-1.6,-0.9100000000000001,1
2025-04-13,20:10,2025,Arizona Diamondbacks,ARI,Milwaukee Brewers,MIL,Home,1,5,2,,,,Chase Field,Phoenix,Arizona,1,Zac Gallen,39910.0,4.83,Freddy Peralta,39825.0,2.7,7.0,0.0,5.0,6.0,1.0,2.0,6.0,2.0,5.0,3.0,5.0,0,4.49,72.0,0.0,1.0,3,5,2,7.0,5.125,4.6,4.4,4.5,3.2,4.3,0.625,1.4,0.1,8.25,8.0,7.8,0.5592200379090442,0.5105161535414316,5.133333333333334,3.8,4.3,4.666666666666667,3.8,4.4,0.4666666666666667,0.0,-0.1,8.333333333333334,7.6,7.4,0.543494199859065,0.48948384645856846,15,14.0,1,9,0.5625,0.5333333333333333,0.5,0.5,2.674987019698517,2.668749186833079,5.625,1.5277777777777777,11.875,4.8,1.06,0.5333333333333333,5.9,3.2,5.266666666666667,5.266666666666667,0.7,7.4,3.0,0.5,3.58,2.0,0.7222222222222222,11.0,6.0,0,-1.6000000000000005,-1.2000000000000002,-2.13,-3.625,0.043494199859065,-3.6000000000000005,-0.7999999999999998,-0.9100000000000001,1
2025-04-15,22:40,2025,Arizona Diamondbacks,ARI,Miami Marlins,MIA,Away,0,10,4,,,,loanDepot park,Miami,Florida,1,Merrill Kelly,32968.0,3.52,Connor Gillispie,5201596.0,8.65,12.0,0.0,10.0,9.0,1.0,4.0,6.0,1.0,3.0,1.0,9.0,0,4.49,72.0,0.0,2.0,6,10,4,12.0,5.411764705882353,5.8,4.7,4.470588235294118,3.4,3.8,0.9411764705882353,2.4,0.9,8.470588235294118,9.4,8.2,0.5865281147149364,0.5960389220635145,5.125,4.6,4.4,4.5,3.2,4.3,0.625,1.4,0.1,8.25,8.0,7.8,0.5592200379090442,0.5105161535414316,16,15.0,1,10,0.5882352941176471,0.5625,0.6,0.5,3.128720008068617,2.674987019698517,7.5524475524475525,1.6783216783216783,4.405594405594405,4.766666666666667,0.91,0.5,4.1,4.5,4.0625,4.4375,0.4,6.4,5.4,0.45969378240249237,4.6,3.857142857142857,1.1428571428571428,7.714285714285714,4.666666666666667,0,0.3000000000000007,0.20000000000000018,5.130000000000001,-3.6953046953046953,0.09952625550655181,-1.8000000000000007,2.2,0.10999999999999943,1
2025-04-16,22:40,2025,Arizona Diamondbacks,ARI,Miami Marlins,MIA,Away,0,6,2,,,,loanDepot park,Miami,Florida,1,Brandon Pfaadt,4721302.0,5.25,Max Meyer,4345164.0,4.73,9.0,0.0,6.0,7.0,0.0,2.0,5.2,1.0,5.0,2.0,6.0,0,4.49,72.0,0.0,1.0,4,6,2,9.0,5.444444444444445,5.2,4.7,4.333333333333333,3.8,3.6,1.1111111111111112,1.4,1.1,8.5,8.4,8.0,0.6029359412933005,0.6196187790952694,5.411764705882353,5.8,4.7,4.470588235294118,3.4,3.8,0.9411764705882353,2.4,0.9,8.470588235294118,9.4,8.2,0.5865281147149364,0.5960389220635145,17,16.0,1,11,0.6111111111111112,0.5882352941176471,0.6,0.6,3.128720008068617,3.128720008068617,3.5,1.0555555555555556,6.0,6.0,0.91,0.47058823529411764,4.0,4.9,4.0588235294117645,4.764705882352941,0.4,6.2,5.4,0.42716507635548007,4.6,2.0809248554913293,1.1560693641618496,9.884393063583815,5.766666666666667,0,0.7000000000000002,1.1000000000000005,-0.5199999999999996,-1.4190751445086707,0.1593630383594563,-0.40000000000000036,2.0000000000000004,0.10999999999999943,1
2025-04-17,16:10,2025,Arizona Diamondbacks,ARI,Miami Marlins,MIA,Away,0,6,4,,,,loanDepot park,Miami,Florida,1,Eduardo Rodriguez,32675.0,5.02,Edward Cabrera,40944.0,3.53,5.0,2.0,6.0,13.0,0.0,4.0,,,,,,0,4.49,72.0,0.0,1.0,2,6,4,5.0,5.473684210526316,6.4,5.0,4.315789473684211,3.2,3.6,1.1578947368421053,3.2,1.4,8.31578947368421,8.6,8.0,0.6070524665653291,0.6459222097117443,5.444444444444445,5.2,4.7,4.333333333333333,3.8,3.6,1.1111111111111112,1.4,1.1,8.5,8.4,8.0,0.6029359412933005,0.6196187790952694,18,17.0,1,12,0.631578947368421,0.6111111111111112,0.7,0.6,3.091206165165234,3.128720008068617,,,,,0.91,0.4444444444444444,4.2,4.5,3.9444444444444446,4.833333333333333,0.4,5.6,6.6,0.4080801388555181,4.6,3.4615384615384612,1.346153846153846,8.653846153846153,5.2,0,0.5,0.8999999999999999,-1.4899999999999998,-1.0384615384615388,0.19485580243778244,-0.39999999999999947,2.8,0.10999999999999943,1
2025-04-18,18:20,2025,Arizona Diamondbacks,ARI,Chicago Cubs,CHC,Away,0,11,13,,,,Wrigley Field,Chicago,Illinois,0,Corbin Burnes,39878.0,2.66,Colin Rea,33950.0,3.95,15.0,0.0,11.0,18.0,3.0,13.0,6.0,2.0,6.0,0.0,3.0,0,4.49,77.6,14.7,1.0,-2,11,13,15.0,5.75,7.6,5.7,4.75,5.0,4.4,1.0,2.6,1.3,8.65,9.6,8.6,0.5865281147149364,0.6162630926312577,5.473684210526316,6.4,5.0,4.315789473684211,3.2,3.6,1.1578947368421053,3.2,1.4,8.31578947368421,8.6,8.0,0.6070524665653291,0.6459222097117443,19,18.0,0,12,0.6,0.631578947368421,0.7,0.7,3.591656999213594,3.091206165165234,5.364238410596027,1.589403973509934,8.344370860927153,5.033333333333333,1.06,0.631578947368421,5.4,4.0,6.315789473684211,4.105263157894737,0.5,5.6,3.4,0.6874732247051216,3.79,2.8125,1.5625,14.0625,3.2,0,-0.40000000000000036,0.3999999999999999,1.29,-2.551738410596027,-0.08042075813979255,0.8000000000000007,0.19999999999999973,-0.7000000000000002,0
2025-04-19,18:20,2025,Arizona Diamondbacks,ARI,Chicago Cubs,CHC,Away,0,2,6,,,,Wrigley Field,Chicago,Illinois,0,Zac Gallen,39910.0,4.83,Ben Brown,41516.0,5.92,4.0,0.0,2.0,8.0,1.0,6.0,6.0,6.0,7.0,2.0,5.0,0,4.49,50.6,4.7,1.0,-4,2,6,4.0,5.571428571428571,7.0,5.8,4.809523809523809,5.8,4.5,0.7619047619047619,1.2,1.3,8.428571428571429,9.0,8.5,0.5668738469854762,0.6140618074633512,5.75,7.6,5.7,4.75,5.0,4.4,1.0,2.6,1.3,8.65,9.6,8.6,0.5865281147149364,0.6162630926312577,20,19.0,0,12,0.5714285714285714,0.6,0.7,0.7,3.457680661303984,3.591656999213594,4.852941176470589,1.4705882352941178,10.588235294117649,5.1,1.06,0.65,6.0,4.3,6.65,4.45,0.6,5.0,5.6,0.6759309571301567,3.79,4.8,1.6,9.0,5.0,0,-0.2999999999999998,-0.10000000000000053,1.0899999999999999,-0.052941176470588935,-0.08940284241522034,2.5999999999999996,0.5999999999999996,-0.7000000000000002,0
2025-04-20,18:20,2025,Arizona Diamondbacks,ARI,Chicago Cubs,CHC,Away,0,3,2,,,,Wrigley Field,Chicago,Illinois,0,Merrill Kelly,32968.0,3.52,Jameson Taillon,31258.0,3.68,8.0,2.0,3.0,4.0,1.0,2.0,5.2,1.0,2.0,1.0,5.0,0,4.49,50.2,11.1,1.0,1,3,2,8.0,5.454545454545454,5.6,5.7,4.681818181818182,5.4,4.4,0.7727272727272727,0.2,1.3,8.409090909090908,8.2,8.8,0.5694373290395827,0.6162630926312577,5.571428571428571,7.0,5.8,4.809523809523809,5.8,4.5,0.7619047619047619,1.2,1.3,8.428571428571429,9.0,8.5,0.5668738469854762,0.6140618074633512,21,20.0,1,13,0.5909090909090909,0.5714285714285714,0.7,0.7,3.529242915351047,3.457680661303984,5.763546798029556,1.379310344827586,7.0935960591133,5.075,1.06,0.6666666666666666,5.9,4.5,6.619047619047619,4.333333333333333,0.6,5.4,5.6,0.6846477923810743,3.79,5.518867924528302,1.2735849056603774,7.6415094339622645,5.3,0,-0.10000000000000053,0.0,0.16000000000000014,-0.24467887350125395,-0.11777394539559816,1.5999999999999996,-0.20000000000000018,-0.7000000000000002,1
2025-04-22,01:40,2025,Arizona Diamondbacks,ARI,Tampa Bay Rays,TB,Home,1,5,1,,,,Chase Field,Phoenix,Arizona,1,Brandon Pfaadt,4721302.0,5.25,Zack Littell,36052.0,3.81,7.0,0.0,5.0,6.0,0.0,1.0,6.0,1.0,4.0,0.0,5.0,0,4.49,72.0,0.0,2.0,4,5,1,7.0,5.434782608695652,5.4,5.3,4.521739130434782,5.2,4.5,0.9130434782608695,0.2,0.8,8.347826086956522,7.8,8.1,0.5833592324260047,0.5743060656439247,5.454545454545454,5.6,5.7,4.681818181818182,5.4,4.4,0.7727272727272727,0.2,1.3,8.409090909090908,8.2,8.8,0.5694373290395827,0.6162630926312577,22,21.0,1,14,0.6086956521739131,0.5909090909090909,0.7,0.7,3.3349995835415362,3.529242915351047,3.103448275862069,1.120689655172414,6.982758620689656,5.8,1.06,0.4090909090909091,5.1,3.9,4.2727272727272725,3.909090909090909,0.4,2.6,4.0,0.5406038633116735,3.94,5.478260869565218,1.2608695652173914,7.434782608695652,5.75,0,0.6000000000000005,-0.5000000000000004,-1.44,2.374812593703149,0.028833465727909124,2.9999999999999996,-1.4000000000000004,-0.5500000000000003,1
