date,picked_team,picked_spread,conf,pick_correct
2025-12-30,Southeastern Louisiana,9.8,0.56508730069347,True
2025-12-30,Massachusetts,0.8,0.5437494662342781,False
2025-12-30,Milwaukee,18.7,0.5693271268929097,False
2025-12-30,Fresno St.,10.4,0.5436727089954877,True
2025-12-30,Pacific,4.6,0.566199591191884,False
2025-12-31,Mercer,5.5,0.5752251220928932,True
2025-12-31,St. John's,-9.6,0.572312629358089,True
2025-12-31,Towson,-0.4,0.5759107803621147,False
2025-12-31,UTSA,20.8,0.5583173640763173,False
2025-12-31,Wichita St.,2.6,0.5669895507570262,True
2025-12-31,Stony Brook,15.0,0.5785692995245134,False
2025-12-31,Fordham,13.1,0.5648458341887574,True
2025-12-31,Charleston,8.6,0.5575050682633336,True
2025-12-31,Wofford,-0.1,0.5643823849361971,True
2025-12-31,Loyola MD,13.6,0.53005016968823,False
2025-12-31,East Carolina,1.6,0.5505892464345107,False
2025-12-31,Virginia,-2.7,0.5534412994128286,False
2025-12-31,Saint Joseph's,22.2,0.5782396014467273,False
2025-12-31,Northern Illinois,5.1,0.5760018142986514,False
2025-12-31,Army,3.0,0.5563200072643508,True
2025-12-31,Longwood,3.6,0.5348904515046202,True
2025-12-31,Wake Forest,10.7,0.5619387588425216,False
2025-12-31,NJIT,14.8,0.5509993946705387,False
2025-12-31,Radford,3.4,0.5311799195572234,True
2025-12-31,Georgia St.,13.4,0.537646068970442,True
2025-12-31,Stephen F. Austin,-8.4,0.610364713798079,True
2025-12-31,Campbell,5.7,0.5637665719581335,True
2025-12-31,Appalachian St.,0.9,0.5541712271164556,True
2025-12-31,St. Bonaventure,9.7,0.6110663604263327,True
2025-12-31,Northeastern,-2.6,0.5344593668021604,True
2025-12-31,South Dakota,15.2,0.6387840926539463,False
2025-12-31,La Salle,5.2,0.5560393624884352,True
2025-12-31,DePaul,11.8,0.5756909925127494,True
