date,picked_team,picked_spread,conf,pick_correct
2025-12-29,Valparaiso,12.4,0.5611526400320782,True
2025-12-29,Evansville,13.1,0.5475413859701044,True
2025-12-29,Stephen F. Austin,-7.6,0.5317479049875156,True
2025-12-29,Saint Peter's,4.5,0.5930110002133451,True
2025-12-29,Dartmouth,31.1,0.5678094336615187,True
2025-12-29,Illinois St.,-5.1,0.5556524711952284,True
2025-12-29,Drexel,8.2,0.5621618188336428,False
2025-12-29,Towson,11.5,0.6042921930361296,False
2025-12-29,Prairie View A&M,31.2,0.5718639124409813,True
2025-12-29,Coppin St.,12.7,0.5308901128814921,False
2025-12-29,Missouri St.,-0.4,0.5452887229721692,True
2025-12-29,Houston Christian,33.1,0.5545899988296786,True
2025-12-29,Southern Miss,19.4,0.5580210267694734,False
2025-12-29,James Madison,26.9,0.5466091747673141,False
2025-12-29,Merrimack,0.9,0.5565834882386391,True
2025-12-29,Middle Tennessee,19.3,0.5721144340924915,True
2025-12-29,Campbell,15.7,0.5509116474814847,True
2025-12-29,South Dakota St.,28.6,0.5556119682374004,True
2025-12-30,Santa Clara,-11.3,0.5612329515307173,False
2025-12-30,San Francisco,-2.2,0.540184431508571,False
2025-12-30,Tennessee St.,0.0,0.6224034655119173,True
2025-12-30,Florida St.,16.7,0.5719502745946509,True
2025-12-30,South Carolina St.,44.2,0.6095602643046018,False
2025-12-30,Saint Mary's,-14.5,0.5336772998034982,True
2025-12-30,San Diego St.,-8.1,0.5357439700193245,True
2025-12-30,Gonzaga,-21.2,0.5526689349463234,False
2025-12-30,Pittsburgh,10.1,0.5761084351438855,True
2025-12-30,Nevada,0.9,0.5415488691226733,True
2025-12-30,Butler,4.1,0.6346597755955263,True
2025-12-30,Louisville,-8.0,0.5690707798676945,True
